1/1/2015	0.4
1/2/2015	0
1/3/2015	2.7
1/4/2015	1.5
1/5/2015	2.6
1/6/2015	0.7
1/7/2015	0
1/8/2015	0
1/9/2015	3.8
1/10/2015	0.9
1/11/2015	4.2
1/12/2015	0
1/13/2015	0
1/14/2015	0
1/15/2015	2.7
1/16/2015	0
1/17/2015	0
1/18/2015	0
1/19/2015	3
1/20/2015	1.3
1/21/2015	5
1/22/2015	0
1/23/2015	0.7
1/24/2015	0.1
1/25/2015	1
1/26/2015	2.2
1/27/2015	1.1
1/28/2015	0
1/29/2015	0
1/30/2015	1.5
1/31/2015	7.9
2/1/2015	2.7
2/2/2015	0
2/3/2015	4.5
2/4/2015	0.8
2/5/2015	2.2
2/6/2015	0.6
2/7/2015	0.2
2/8/2015	3.2
2/9/2015	0.7
2/10/2015	0
2/11/2015	0
2/12/2015	0
2/13/2015	0.9
2/14/2015	0
2/15/2015	0
2/16/2015	0
2/17/2015	0
2/18/2015	0
2/19/2015	0
2/20/2015	0.1
2/21/2015	0
2/22/2015	0
2/23/2015	0
2/24/2015	0
2/25/2015	0
2/26/2015	0
2/27/2015	8.7
2/28/2015	0
3/1/2015	0
3/2/2015	0
3/3/2015	7.2
3/4/2015	2
3/5/2015	0
3/6/2015	0
3/7/2015	0
3/8/2015	0
3/9/2015	0
3/10/2015	0
3/11/2015	0
3/12/2015	0
3/13/2015	0
3/14/2015	0.7
3/15/2015	0
3/16/2015	0
3/17/2015	0
3/18/2015	0
3/19/2015	0
3/20/2015	0
3/21/2015	0
3/22/2015	0.6
3/23/2015	0
3/24/2015	0
3/25/2015	0
3/26/2015	0
3/27/2015	0
3/28/2015	0
3/29/2015	10.2
3/30/2015	4.4
3/31/2015	21.5
4/1/2015	12.2
4/2/2015	0.6
4/3/2015	0
4/4/2015	2.8
4/5/2015	0.8
4/6/2015	0.3
4/7/2015	0
4/8/2015	0
4/9/2015	0.6
4/10/2015	0
4/11/2015	0
4/12/2015	0
4/13/2015	0
4/14/2015	0.6
4/15/2015	3.5
4/16/2015	0.3
4/17/2015	0
4/18/2015	0
4/19/2015	0.7
4/20/2015	7.4
4/21/2015	0
4/22/2015	0
4/23/2015	0
4/24/2015	0
4/25/2015	0
4/26/2015	0
4/27/2015	8.8
4/28/2015	0
4/29/2015	0
4/30/2015	0
5/1/2015	0
5/2/2015	0
5/3/2015	4.2
5/4/2015	0
5/5/2015	0
5/6/2015	0
5/7/2015	0
5/8/2015	7.4
5/9/2015	0
5/10/2015	0
5/11/2015	0
5/12/2015	0
5/13/2015	0
5/14/2015	0
5/15/2015	63.4
5/16/2015	0.3
5/17/2015	0
5/18/2015	4.6
5/19/2015	0.1
5/20/2015	0
5/21/2015	0
5/22/2015	0
5/23/2015	0
5/24/2015	0
5/25/2015	0
5/26/2015	0
5/27/2015	4.1
5/28/2015	0
5/29/2015	13.1
5/30/2015	44
5/31/2015	0.5
6/1/2015	0
6/2/2015	0
6/3/2015	0
6/4/2015	0
6/5/2015	0
6/6/2015	0
6/7/2015	0
6/8/2015	0
6/9/2015	0
6/10/2015	0
6/11/2015	0
6/12/2015	0
6/13/2015	0
6/14/2015	0
6/15/2015	0
6/16/2015	3.4
6/17/2015	1.2
